date,x,y,z,vx,vy,vz
A.D. 2023-May-11 00:00:00.0000,4.52148755887035,2.022830322562982,-0.1095627192427429,-0.00317276532335245,0.007249443158274939,4.082392511639787e-05
A.D. 2023-May-12 00:00:00.0000,4.518310075320878,2.030077408347445,-0.1095217460514776,-0.003182767639235203,0.007245184352764244,4.113076564561426e-05
A.D. 2023-May-13 00:00:00.0000,4.515121647624273,2.037319955114439,-0.1094804890018668,-0.003193512169928258,0.007239937480913164,4.13925721337579e-05
A.D. 2023-May-14 00:00:00.0000,4.511922629078711,2.044558257513603,-0.109438933776048,-0.003205278917313061,0.007236322273195808,4.169431877435762e-05
A.D. 2023-May-15 00:00:00.0000,4.508711639928394,2.051791468791941,-0.1093971311295983,-0.003216113401362845,0.00723051381328696,4.193501923270932e-05
A.D. 2023-May-16 00:00:00.0000,4.505489679845005,2.059019878534879,-0.1093550529021212,-0.003228075666164566,0.007225687880182992,4.219543994915384e-05
A.D. 2023-May-17 00:00:00.0000,4.502256463147059,2.066242633096123,-0.1093127344241274,-0.003238385268666043,0.007220472013929212,4.246327171168922e-05
A.D. 2023-May-18 00:00:00.0000,4.499011957969507,2.073460453920585,-0.1092701540909977,-0.003250235350774581,0.007214461785772648,4.267874627448959e-05
A.D. 2023-May-19 00:00:00.0000,4.495757101423713,2.08067222558849,-0.1092273350834483,-0.003259902539972407,0.007209687055738785,4.297500213569704e-05
A.D. 2023-May-20 00:00:00.0000,4.492491581476523,2.087879233824612,-0.1091842331584246,-0.003270578606444891,0.007204199833963712,4.323229569703573e-05
A.D. 2023-May-21 00:00:00.0000,4.489215807949937,2.095081669032874,-0.1091408367684617,-0.003281775018792247,0.007200539945068224,4.354355021367222e-05
A.D. 2023-May-22 00:00:00.0000,4.485928283429243,2.102279092918004,-0.1090971847189638,-0.003292588861794409,0.007194564640605881,4.378050590970659e-05
A.D. 2023-May-23 00:00:00.0000,4.482630095812516,2.109471597077641,-0.1090532547585369,-0.003304216215537384,0.007189935362128982,4.405497077917826e-05
A.D. 2023-May-24 00:00:00.0000,4.479320722014275,2.116658516766503,-0.1090090787191085,-0.003314386852303936,0.007184546063934295,4.432107297893601e-05
A.D. 2023-May-25 00:00:00.0000,4.47600030220102,2.123840610284195,-0.1089646314228005,-0.003326273454677138,0.007178869827647763,4.454935182902527e-05
A.D. 2023-May-26 00:00:00.0000,4.472669395510795,2.131016634753241,-0.1089199468187551,-0.003335810695375569,0.007173886710823192,4.484158352113258e-05
A.D. 2023-May-27 00:00:00.0000,4.469327915698478,2.138187962686723,-0.1088749738196439,-0.003346670434881126,0.007168479592319674,4.510115619021208e-05
A.D. 2023-May-28 00:00:00.0000,4.465976174699668,2.145354593341537,-0.108829708419097,-0.003357626219139435,0.007164849505505678,4.541954835674038e-05
A.D. 2023-May-29 00:00:00.0000,4.462612585182694,2.152516385605811,-0.1087841803543361,-0.003368817745753689,0.007158788543816602,4.565014281196929e-05
A.D. 2023-May-30 00:00:00.0000,4.459238243464847,2.159673067366117,-0.1087383798570053,-0.00338041561545415,0.007154191731671535,4.592919712125244e-05
A.D. 2023-May-31 00:00:00.0000,4.455852479503509,2.16682407868533,-0.1086923364241684,-0.003390791406383176,0.007148397438359572,4.618161895276293e-05
A.D. 2023-Jun-01 00:00:00.0000,4.452455686413384,2.173970043026645,-0.108646025780681,-0.003402813720773744,0.007142740558271811,4.641170643881149e-05
A.D. 2023-Jun-02 00:00:00.0000,4.449048150224941,2.181109608152798,-0.1085994904251502,-0.003412328069003459,0.007137150445767846,4.668565394016555e-05
A.D. 2023-Jun-03 00:00:00.0000,4.445630174584984,2.188244144331874,-0.1085526733896668,-0.003423242587299404,0.007131505660960042,4.693931421760402e-05
A.D. 2023-Jun-04 00:00:00.0000,4.442202061403054,2.19537352478117,-0.1085055749150345,-0.003433734335647969,0.007127527299602887,4.72555878451894e-05
